Account_Number,Customer_ID,Account_Type,Balance
ACC10001358,CUST0679,Checking,74348.18
ACC10001359,CUST0679,Savings,41750.89000000001
ACC10001360,CUST0680,Checking,2692.6099999999997
ACC10001362,CUST0681,Checking,60701.170000000006
ACC10001363,CUST0681,Savings,74063.23000000004
ACC10001364,CUST0682,Checking,38868.36
ACC10001365,CUST0682,Savings,30825.66
ACC10001366,CUST0683,Checking,4828.21
ACC10001368,CUST0684,Checking,50939.430000000015
ACC10001369,CUST0684,Savings,74336.34000000001
ACC10001370,CUST0685,Checking,34135.479999999996
ACC10001372,CUST0686,Checking,60239.64
ACC10001373,CUST0686,Savings,51966.54000000001
ACC10001374,CUST0687,Checking,51007.77
ACC10001375,CUST0687,Savings,36798.369999999995
ACC10001376,CUST0688,Checking,47634.07
ACC10001377,CUST0688,Savings,62824.21
ACC10001378,CUST0689,Checking,67264.89000000001
ACC10001380,CUST0690,Checking,61679.02
ACC10001381,CUST0690,Savings,94985.2
ACC10001382,CUST0691,Checking,661.5899999999999
ACC10001383,CUST0691,Savings,8810.96
ACC10001384,CUST0692,Checking,68845.85999999999
ACC10001385,CUST0692,Savings,69216.53
ACC10001386,CUST0693,Checking,30542.089999999993
ACC10001388,CUST0694,Checking,-4928.450000000001
ACC10001390,CUST0695,Checking,78444.28
ACC10001391,CUST0695,Savings,10612.890000000001
ACC10001392,CUST0696,Checking,45733.06999999998
ACC10001393,CUST0696,Savings,59496.94000000001
ACC10001394,CUST0697,Checking,62957.429999999986
ACC10001395,CUST0697,Savings,20496.060000000005
ACC10001396,CUST0698,Checking,36618.08
ACC10001397,CUST0698,Savings,14981.38
ACC10001398,CUST0699,Checking,79641.89
ACC10001399,CUST0699,Savings,85104.48
ACC10001400,CUST0700,Checking,45762.380000000005
ACC10001401,CUST0700,Savings,11121.029999999997
ACC10001402,CUST0701,Checking,-10898.069999999998
ACC10001403,CUST0701,Savings,806.9199999999989
ACC10001404,CUST0702,Checking,79212.84000000001
ACC10001405,CUST0702,Savings,79121.69999999995
ACC10001406,CUST0703,Checking,34183.530000000006
ACC10001407,CUST0703,Savings,2948.6599999999994
ACC10001408,CUST0704,Checking,-8139.31
ACC10001409,CUST0704,Savings,88781.40999999999
ACC10001410,CUST0705,Checking,4023.2100000000046
ACC10001411,CUST0705,Savings,74043.89999999998
ACC10001412,CUST0706,Checking,337.47000000000054
ACC10001413,CUST0706,Savings,56374.58999999999
ACC10001414,CUST0707,Checking,33812.16
ACC10001416,CUST0708,Checking,1420.3200000000008
ACC10001417,CUST0708,Savings,63591.729999999996
ACC10001418,CUST0709,Checking,30349.44
ACC10001419,CUST0709,Savings,12482.65999999999
ACC10001420,CUST0710,Checking,-5785.39
ACC10001421,CUST0710,Savings,2856.949999999999
ACC10001422,CUST0711,Checking,2850.74
ACC10001424,CUST0712,Checking,58874.99
ACC10001425,CUST0712,Savings,34475.40999999998
ACC10001426,CUST0713,Checking,-16857.290000000005
ACC10001427,CUST0713,Savings,58733.87000000001
ACC10001428,CUST0714,Checking,-7870.019999999998
ACC10001429,CUST0714,Savings,53465.52
ACC10001430,CUST0715,Checking,-6080.72
ACC10001431,CUST0715,Savings,74267.29000000002
ACC10001432,CUST0716,Checking,71775.39
ACC10001433,CUST0716,Savings,87279.43000000002
ACC10001434,CUST0717,Checking,60378.649999999994
ACC10001435,CUST0717,Savings,607.5300000000008
ACC10001436,CUST0718,Checking,61555.600000000006
ACC10001437,CUST0718,Savings,58542.72
ACC10001438,CUST0719,Checking,-27112.810000000005
ACC10001439,CUST0719,Savings,61865.87
ACC10001440,CUST0720,Checking,-13626.320000000002
ACC10001441,CUST0720,Savings,7135.179999999996
ACC10001442,CUST0721,Checking,1450.9900000000018
ACC10001443,CUST0721,Savings,30858.409999999996
ACC10001444,CUST0722,Checking,29512.380000000005
ACC10001445,CUST0722,Savings,79622.26000000001
ACC10001446,CUST0723,Checking,28789.069999999996
ACC10001447,CUST0723,Savings,22878.81
ACC10001448,CUST0724,Checking,82099.13999999998
ACC10001449,CUST0724,Savings,67922.33000000002
ACC10001450,CUST0725,Checking,-2396.879999999999
ACC10001451,CUST0725,Savings,59890.02000000001
ACC10001452,CUST0726,Checking,56277.37999999999
ACC10001453,CUST0726,Savings,56328.33
ACC10001454,CUST0727,Checking,50464.41
ACC10001455,CUST0727,Savings,69571.55
ACC10001456,CUST0728,Checking,55205.29
ACC10001458,CUST0729,Checking,1850.5300000000054
ACC10001459,CUST0729,Savings,45655.84999999999
ACC10001460,CUST0730,Checking,39605.34
ACC10001461,CUST0730,Savings,60655.35
ACC10001462,CUST0731,Checking,74345.09
ACC10001463,CUST0731,Savings,47702.149999999994
ACC10001464,CUST0732,Checking,44156.68999999997
ACC10001465,CUST0732,Savings,32779.66
ACC10001466,CUST0733,Checking,3205.8700000000003
ACC10001468,CUST0734,Checking,29486.030000000002
ACC10001470,CUST0735,Checking,75326.63000000002
ACC10001471,CUST0735,Savings,48521.02
ACC10001472,CUST0736,Checking,77201.54999999999
ACC10001473,CUST0736,Savings,73477.55000000003
ACC10001474,CUST0737,Checking,58003.179999999986
ACC10001475,CUST0737,Savings,41843.40000000001
ACC10001476,CUST0738,Checking,74861.25
ACC10001477,CUST0738,Savings,89270.69
ACC10001478,CUST0739,Checking,1158.54
ACC10001480,CUST0740,Checking,3894.68
ACC10001481,CUST0740,Savings,9194.01
ACC10001482,CUST0741,Checking,23891.620000000003
ACC10001483,CUST0741,Savings,52473.23
ACC10001484,CUST0742,Checking,-18283.609999999997
ACC10001486,CUST0743,Checking,47556.41999999999
ACC10001487,CUST0743,Savings,20103.37999999999
ACC10001488,CUST0744,Checking,1509.8600000000004
ACC10001489,CUST0744,Savings,1262.77
ACC10001490,CUST0745,Checking,63633.259999999995
ACC10001491,CUST0745,Savings,89708.16999999998
ACC10001492,CUST0746,Checking,49327.64999999999
ACC10001493,CUST0746,Savings,44015.50000000001
ACC10001494,CUST0747,Checking,-1051.1
ACC10001495,CUST0747,Savings,43452.240000000005
ACC10001496,CUST0748,Checking,-8090.299999999999
ACC10001497,CUST0748,Savings,69192.54000000001
ACC10001498,CUST0749,Checking,42510.84
ACC10001500,CUST0750,Checking,33125.58
ACC10001502,CUST0751,Checking,-3379.02
ACC10001504,CUST0752,Checking,35265.0
ACC10001505,CUST0752,Savings,46082.83000000001
ACC10001506,CUST0753,Checking,-12724.470000000005
ACC10001507,CUST0753,Savings,66714.94000000005
ACC10001508,CUST0754,Checking,2419.7400000000007
ACC10001510,CUST0755,Checking,35167.909999999996
ACC10001511,CUST0755,Savings,78178.80999999995
ACC10001512,CUST0756,Checking,106086.74000000002
ACC10001513,CUST0756,Savings,61883.630000000005
ACC10001514,CUST0757,Checking,54958.25999999998
ACC10001515,CUST0757,Savings,42798.880000000005
ACC10001516,CUST0758,Checking,47848.219999999994
ACC10001517,CUST0758,Savings,10757.439999999997
ACC10001518,CUST0759,Checking,-330.78999999999985
ACC10001520,CUST0760,Checking,71583.31000000001
ACC10001521,CUST0760,Savings,64826.75000000003
ACC10001522,CUST0761,Checking,6895.83
ACC10001523,CUST0761,Savings,85160.30999999998
ACC10001524,CUST0762,Checking,-2962.29
ACC10001525,CUST0762,Savings,96725.28000000001
ACC10001526,CUST0763,Checking,104959.80999999998
ACC10001527,CUST0763,Savings,39348.67
ACC10001528,CUST0764,Checking,-8455.060000000001
ACC10001529,CUST0764,Savings,78488.33999999998
ACC10001530,CUST0765,Checking,65579.57
ACC10001531,CUST0765,Savings,2916.350000000001
ACC10001532,CUST0766,Checking,-12500.28
ACC10001533,CUST0766,Savings,42288.69
ACC10001534,CUST0767,Checking,-11639.939999999999
ACC10001535,CUST0767,Savings,39675.93
ACC10001536,CUST0768,Checking,88604.72
ACC10001538,CUST0769,Checking,41460.33
ACC10001539,CUST0769,Savings,49089.219999999994
ACC10001540,CUST0770,Checking,-1693.53
ACC10001541,CUST0770,Savings,96854.65000000001
ACC10001542,CUST0771,Checking,62250.20999999999
ACC10001543,CUST0771,Savings,26102.649999999994
ACC10001544,CUST0772,Checking,-1687.3100000000027
ACC10001546,CUST0773,Checking,75942.65000000004
ACC10001547,CUST0773,Savings,34668.150000000016
ACC10001548,CUST0774,Checking,72794.44000000003
ACC10001549,CUST0774,Savings,6024.480000000003
ACC10001550,CUST0775,Checking,73079.77000000002
ACC10001551,CUST0775,Savings,26427.82999999999
ACC10001552,CUST0776,Checking,690.48
ACC10001554,CUST0777,Checking,-5718.809999999999
ACC10001555,CUST0777,Savings,62623.89999999998
ACC10001556,CUST0778,Checking,2619.1800000000007
ACC10001558,CUST0779,Checking,2468.3300000000013
ACC10001559,CUST0779,Savings,43505.46
ACC10001560,CUST0780,Checking,-18118.26
ACC10001561,CUST0780,Savings,30235.009999999995
ACC10001562,CUST0781,Checking,54873.30999999999
ACC10001563,CUST0781,Savings,71691.05
ACC10001564,CUST0782,Checking,30114.810000000005
ACC10001565,CUST0782,Savings,85550.36
ACC10001566,CUST0783,Checking,73288.81
ACC10001567,CUST0783,Savings,6444.509999999999
ACC10001568,CUST0784,Checking,-1329.7300000000002
ACC10001569,CUST0784,Savings,11765.56
ACC10001570,CUST0785,Checking,68632.25
ACC10001571,CUST0785,Savings,25652.66
ACC10001572,CUST0786,Checking,69834.28
ACC10001573,CUST0786,Savings,2589.39
ACC10001574,CUST0787,Checking,69012.98000000003
ACC10001575,CUST0787,Savings,71124.85
ACC10001576,CUST0788,Checking,58418.44
ACC10001577,CUST0788,Savings,84746.10999999999
ACC10001578,CUST0789,Checking,-26094.940000000002
ACC10001579,CUST0789,Savings,34678.71
ACC10001580,CUST0790,Checking,1337.1200000000001
ACC10001582,CUST0791,Checking,11186.120000000003
ACC10001583,CUST0791,Savings,65541.27
ACC10001584,CUST0792,Checking,50621.64000000001
ACC10001585,CUST0792,Savings,37823.140000000014
ACC10001586,CUST0793,Checking,61231.289999999986
ACC10001588,CUST0794,Checking,-20292.209999999995
ACC10001589,CUST0794,Savings,17712.269999999997
ACC10001590,CUST0795,Checking,-8864.119999999999
ACC10001591,CUST0795,Savings,70084.63999999993
ACC10001592,CUST0796,Checking,4151.15
ACC10001593,CUST0796,Savings,923.1900000000002
ACC10001594,CUST0797,Checking,-16305.709999999997
ACC10001595,CUST0797,Savings,87050.98999999999
ACC10001596,CUST0798,Checking,72549.02000000005
ACC10001597,CUST0798,Savings,94654.69
ACC10001598,CUST0799,Checking,50832.61000000001
ACC10001599,CUST0799,Savings,6166.01
ACC10001600,CUST0800,Checking,41513.090000000004
ACC10001601,CUST0800,Savings,73754.59999999999
ACC10001602,CUST0801,Checking,74290.56
ACC10001603,CUST0801,Savings,40651.41999999999
ACC10001604,CUST0802,Checking,47743.55
ACC10001605,CUST0802,Savings,18658.92
ACC10001606,CUST0803,Checking,61545.16
ACC10001607,CUST0803,Savings,47123.850000000006
ACC10001608,CUST0804,Checking,46142.689999999995
ACC10001609,CUST0804,Savings,10076.710000000003
ACC10001610,CUST0805,Checking,1738.1999999999998
ACC10001611,CUST0805,Savings,8529.109999999999
ACC10001612,CUST0806,Checking,-9646.8
ACC10001613,CUST0806,Savings,21635.210000000006
ACC10001614,CUST0807,Checking,62692.479999999996
ACC10001616,CUST0808,Checking,3763.5800000000004
ACC10001617,CUST0808,Savings,5759.120000000001
ACC10001618,CUST0809,Checking,2046.05
ACC10001620,CUST0810,Checking,28752.58999999999
ACC10001622,CUST0811,Checking,38522.84
ACC10001623,CUST0811,Savings,70259.59
ACC10001624,CUST0812,Checking,40648.07
ACC10001625,CUST0812,Savings,17062.35
ACC10001626,CUST0813,Checking,3945.91
ACC10001627,CUST0813,Savings,818.77
ACC10001628,CUST0814,Checking,59275.709999999985
ACC10001629,CUST0814,Savings,62051.8
ACC10001630,CUST0815,Checking,77615.16
ACC10001631,CUST0815,Savings,15720.09
ACC10001632,CUST0816,Checking,-17738.73
ACC10001633,CUST0816,Savings,22820.129999999997
ACC10001634,CUST0817,Checking,-12089.32
ACC10001635,CUST0817,Savings,58851.49000000001
ACC10001636,CUST0818,Checking,76198.61000000003
ACC10001638,CUST0819,Checking,47292.26000000001
ACC10001639,CUST0819,Savings,22448.780000000006
ACC10001640,CUST0820,Checking,84454.98
ACC10001641,CUST0820,Savings,75469.56000000001
ACC10001642,CUST0821,Checking,45977.64000000001
ACC10001643,CUST0821,Savings,33844.729999999996
ACC10001644,CUST0822,Checking,71519.3
ACC10001645,CUST0822,Savings,71081.91999999998
ACC10001646,CUST0823,Checking,86137.81999999999
ACC10001647,CUST0823,Savings,20930.93
ACC10001648,CUST0824,Checking,47521.64
ACC10001649,CUST0824,Savings,35605.950000000004
ACC10001650,CUST0825,Checking,43520.990000000005
ACC10001651,CUST0825,Savings,47407.22
ACC10001652,CUST0826,Checking,88060.74000000002
ACC10001653,CUST0826,Savings,63583.76999999999
ACC10001654,CUST0827,Checking,78824.49
ACC10001656,CUST0828,Checking,36495.46000000001
ACC10001657,CUST0828,Savings,32409.210000000003
ACC10001658,CUST0829,Checking,4246.060000000003
ACC10001659,CUST0829,Savings,98142.36
ACC10001660,CUST0830,Checking,44630.72000000001
ACC10001661,CUST0830,Savings,77050.39000000001
ACC10001662,CUST0831,Checking,29371.59999999999
ACC10001663,CUST0831,Savings,19683.860000000004
ACC10001664,CUST0832,Checking,-17337.329999999998
ACC10001665,CUST0832,Savings,13898.919999999995
ACC10001666,CUST0833,Checking,3093.3700000000017
ACC10001668,CUST0834,Checking,-7739.4299999999985
ACC10001669,CUST0834,Savings,85753.30999999998
ACC10001670,CUST0835,Checking,53660.419999999984
ACC10001671,CUST0835,Savings,55256.99999999999
ACC10001672,CUST0836,Checking,-9911.769999999997
ACC10001673,CUST0836,Savings,85942.41
ACC10001674,CUST0837,Checking,78136.01
ACC10001675,CUST0837,Savings,35575.88000000001
ACC10001676,CUST0838,Checking,27143.159999999996
ACC10001677,CUST0838,Savings,54869.07000000001
ACC10001678,CUST0839,Checking,1507.98
ACC10001680,CUST0840,Checking,50040.90000000001
ACC10001681,CUST0840,Savings,47522.81
ACC10001682,CUST0841,Checking,64931.36000000001
ACC10001684,CUST0842,Checking,72656.76
ACC10001685,CUST0842,Savings,90788.73999999999
ACC10001686,CUST0843,Checking,30771.490000000005
ACC10001688,CUST0844,Checking,58989.65999999999
ACC10001689,CUST0844,Savings,72935.07
ACC10001690,CUST0845,Checking,57006.099999999984
ACC10001691,CUST0845,Savings,35101.58000000001
ACC10001692,CUST0846,Checking,70458.36999999998
ACC10001693,CUST0846,Savings,30162.260000000002
ACC10001694,CUST0847,Checking,3396.19
ACC10001696,CUST0848,Checking,108782.31999999998
ACC10001697,CUST0848,Savings,16644.210000000006
ACC10001698,CUST0849,Checking,-11274.56
ACC10001699,CUST0849,Savings,97652.21999999999
ACC10001700,CUST0850,Checking,36113.33
ACC10001701,CUST0850,Savings,67752.08
ACC10001702,CUST0851,Checking,41986.64
ACC10001703,CUST0851,Savings,499.66000000000247
ACC10001704,CUST0852,Checking,-6737.01
ACC10001706,CUST0853,Checking,-13217.139999999998
ACC10001707,CUST0853,Savings,91946.18999999997
ACC10001708,CUST0854,Checking,1972.68
ACC10001709,CUST0854,Savings,4927.5199999999995
ACC10001710,CUST0855,Checking,81184.29999999999
ACC10001711,CUST0855,Savings,34022.29000000001
ACC10001712,CUST0856,Checking,47798.31999999999
ACC10001713,CUST0856,Savings,21661.479999999996
ACC10001714,CUST0857,Checking,6055.8399999999965
ACC10001715,CUST0857,Savings,45271.759999999995
ACC10001716,CUST0858,Checking,6481.96
ACC10001717,CUST0858,Savings,42605.63999999999
ACC10001718,CUST0859,Checking,38722.16
ACC10001719,CUST0859,Savings,58716.43
ACC10001720,CUST0860,Checking,10465.169999999998
ACC10001721,CUST0860,Savings,80480.09000000001
ACC10001722,CUST0861,Checking,51937.17
ACC10001723,CUST0861,Savings,96854.00999999997
ACC10001724,CUST0862,Checking,-1506.7400000000002
ACC10001725,CUST0862,Savings,74319.12000000001
ACC10001726,CUST0863,Checking,-4326.85
ACC10001728,CUST0864,Checking,89270.08
ACC10001729,CUST0864,Savings,52525.49
ACC10001730,CUST0865,Checking,1613.8100000000002
ACC10001732,CUST0866,Checking,-10618.839999999997
ACC10001733,CUST0866,Savings,64536.33
ACC10001734,CUST0867,Checking,4817.349999999999
ACC10001735,CUST0867,Savings,7284.650000000001
ACC10001736,CUST0868,Checking,4250.2
ACC10001738,CUST0869,Checking,2946.5699999999993
ACC10001739,CUST0869,Savings,5078.070000000001
ACC10001740,CUST0870,Checking,92437.32999999997
ACC10001741,CUST0870,Savings,93277.89
ACC10001742,CUST0871,Checking,49223.58999999999
ACC10001743,CUST0871,Savings,16272.93
ACC10001744,CUST0872,Checking,41605.11
ACC10001745,CUST0872,Savings,31956.579999999998
ACC10001746,CUST0873,Checking,30960.140000000003
ACC10001747,CUST0873,Savings,51598.73999999999
ACC10001748,CUST0874,Checking,30345.870000000003
ACC10001749,CUST0874,Savings,21563.74000000001
ACC10001750,CUST0875,Checking,44082.39999999999
ACC10001751,CUST0875,Savings,4531.209999999999
ACC10001752,CUST0876,Checking,90746.76999999999
ACC10001753,CUST0876,Savings,71690.01
ACC10001754,CUST0877,Checking,38404.51
ACC10001756,CUST0878,Checking,49136.33999999999
ACC10001757,CUST0878,Savings,68683.38000000002
ACC10001758,CUST0879,Checking,470.3099999999999
ACC10001759,CUST0879,Savings,7815.7300000000005
ACC10001760,CUST0880,Checking,68411.64
ACC10001761,CUST0880,Savings,1943.1800000000007
ACC10001762,CUST0881,Checking,91027.46
ACC10001763,CUST0881,Savings,10536.210000000001
ACC10001764,CUST0882,Checking,45789.35
ACC10001765,CUST0882,Savings,50140.27999999999
ACC10001766,CUST0883,Checking,58627.729999999996
ACC10001767,CUST0883,Savings,71346.4
ACC10001768,CUST0884,Checking,13143.41
ACC10001769,CUST0884,Savings,69058.80999999998
ACC10001770,CUST0885,Checking,72921.76000000001
ACC10001771,CUST0885,Savings,50202.31999999998
ACC10001772,CUST0886,Checking,89828.06000000001
ACC10001773,CUST0886,Savings,32944.929999999986
ACC10001774,CUST0887,Checking,53865.729999999996
ACC10001775,CUST0887,Savings,57705.59999999999
ACC10001776,CUST0888,Checking,46391.350000000006
ACC10001778,CUST0889,Checking,-9907.589999999998
ACC10001780,CUST0890,Checking,80759.72
ACC10001781,CUST0890,Savings,12258.579999999996
ACC10001782,CUST0891,Checking,-27710.49
ACC10001784,CUST0892,Checking,70075.18000000001
ACC10001785,CUST0892,Savings,67882.69
ACC10001786,CUST0893,Checking,3115.3999999999996
ACC10001788,CUST0894,Checking,75365.57999999999
ACC10001789,CUST0894,Savings,48472.23000000001
ACC10001790,CUST0895,Checking,82521.18
ACC10001791,CUST0895,Savings,2371.9699999999993
ACC10001792,CUST0896,Checking,70172.28
ACC10001793,CUST0896,Savings,53256.31
ACC10001794,CUST0897,Checking,51470.310000000005
ACC10001795,CUST0897,Savings,35588.39999999997
ACC10001796,CUST0898,Checking,5881.049999999999
ACC10001798,CUST0899,Checking,74195.36000000002
ACC10001799,CUST0899,Savings,18559.71
ACC10001800,CUST0900,Checking,1570.4399999999998
ACC10001801,CUST0900,Savings,7371.850000000001
ACC10001802,CUST0901,Checking,61873.69
ACC10001803,CUST0901,Savings,54303.310000000005
ACC10001804,CUST0902,Checking,44115.630000000005
ACC10001805,CUST0902,Savings,39851.37000000002
ACC10001806,CUST0903,Checking,57130.689999999995
ACC10001807,CUST0903,Savings,37419.700000000004
ACC10001808,CUST0904,Checking,-12354.380000000003
ACC10001810,CUST0905,Checking,51904.990000000005
ACC10001811,CUST0905,Savings,58817.58000000001
ACC10001812,CUST0906,Checking,55346.909999999996
ACC10001813,CUST0906,Savings,43755.180000000015
ACC10001814,CUST0907,Checking,32574.510000000002
ACC10001816,CUST0908,Checking,80116.4
ACC10001817,CUST0908,Savings,63752.63999999998
ACC10001818,CUST0909,Checking,58301.47
ACC10001819,CUST0909,Savings,48625.43999999998
ACC10001820,CUST0910,Checking,90328.96
ACC10001821,CUST0910,Savings,76166.06999999999
ACC10001822,CUST0911,Checking,-12.589999999999463
ACC10001823,CUST0911,Savings,50662.33000000001
ACC10001824,CUST0912,Checking,63772.92000000001
ACC10001825,CUST0912,Savings,75981.96999999997
ACC10001826,CUST0913,Checking,58595.39999999998
ACC10001827,CUST0913,Savings,62702.73999999996
ACC10001828,CUST0914,Checking,-7192.980000000004
ACC10001829,CUST0914,Savings,18801.989999999983
ACC10001830,CUST0915,Checking,1346.9700000000012
ACC10001832,CUST0916,Checking,57898.62000000001
ACC10001833,CUST0916,Savings,75124.6
ACC10001834,CUST0917,Checking,62163.31999999999
ACC10001836,CUST0918,Checking,55931.92999999999
ACC10001837,CUST0918,Savings,21141.090000000004
ACC10001838,CUST0919,Checking,49372.54999999999
ACC10001840,CUST0920,Checking,70126.04
ACC10001841,CUST0920,Savings,51654.18000000001
ACC10001842,CUST0921,Checking,4381.28
ACC10001843,CUST0921,Savings,6185.779999999999
ACC10001844,CUST0922,Checking,-12294.630000000001
ACC10001846,CUST0923,Checking,72623.54000000002
ACC10001847,CUST0923,Savings,78287.11000000003
ACC10001848,CUST0924,Checking,35676.74999999999
ACC10001849,CUST0924,Savings,76525.76999999999
ACC10001850,CUST0925,Checking,4551.02
ACC10001852,CUST0926,Checking,-1671.5800000000022
ACC10001854,CUST0927,Checking,-13152.539999999997
ACC10001855,CUST0927,Savings,63242.98999999998
ACC10001856,CUST0928,Checking,72988.85999999999
ACC10001857,CUST0928,Savings,92993.69999999998
ACC10001858,CUST0929,Checking,-18342.309999999998
ACC10001859,CUST0929,Savings,62642.57999999998
ACC10001860,CUST0930,Checking,55415.909999999996
ACC10001861,CUST0930,Savings,85751.4
ACC10001862,CUST0931,Checking,47159.630000000005
ACC10001864,CUST0932,Checking,3516.3599999999997
ACC10001866,CUST0933,Checking,32349.87
ACC10001867,CUST0933,Savings,40973.8
ACC10001868,CUST0934,Checking,18435.36
ACC10001869,CUST0934,Savings,53488.68
ACC10001870,CUST0935,Checking,4217.169999999999
ACC10001872,CUST0936,Checking,41488.090000000004
ACC10001873,CUST0936,Savings,14418.170000000002
ACC10001874,CUST0937,Checking,3778.6000000000004
ACC10001876,CUST0938,Checking,70581.95999999999
ACC10001877,CUST0938,Savings,37567.75000000003
ACC10001878,CUST0939,Checking,-12695.810000000001
ACC10001879,CUST0939,Savings,57975.880000000005
ACC10001880,CUST0940,Checking,470.9300000000004
ACC10001881,CUST0940,Savings,17364.54
ACC10001882,CUST0941,Checking,-15704.769999999999
ACC10001883,CUST0941,Savings,91322.95000000006
ACC10001884,CUST0942,Checking,4828.11
ACC10001886,CUST0943,Checking,59129.04
ACC10001887,CUST0943,Savings,14413.400000000003
ACC10001888,CUST0944,Checking,701.9399999999988
ACC10001889,CUST0944,Savings,21076.420000000006
ACC10001890,CUST0945,Checking,5274.69
ACC10001892,CUST0946,Checking,21457.03
ACC10001893,CUST0946,Savings,66600.68000000001
ACC10001894,CUST0947,Checking,-16322.5
ACC10001895,CUST0947,Savings,3338.270000000001
ACC10001896,CUST0948,Checking,-4138.1900000000005
ACC10001897,CUST0948,Savings,37713.02
ACC10001898,CUST0949,Checking,61887.71000000001
ACC10001899,CUST0949,Savings,48004.00000000001
ACC10001900,CUST0950,Checking,55909.79000000001
ACC10001901,CUST0950,Savings,32963.24999999999
ACC10001902,CUST0951,Checking,-13744.149999999998
ACC10001904,CUST0952,Checking,63976.67
ACC10001905,CUST0952,Savings,92697.76000000005
ACC10001906,CUST0953,Checking,18656.189999999995
ACC10001907,CUST0953,Savings,31275.59
ACC10001908,CUST0954,Checking,69975.4
ACC10001909,CUST0954,Savings,65206.23000000001
ACC10001910,CUST0955,Checking,47453.88000000001
ACC10001911,CUST0955,Savings,84145.52
ACC10001912,CUST0956,Checking,77922.48999999999
ACC10001914,CUST0957,Checking,58070.13999999999
ACC10001915,CUST0957,Savings,11103.08
ACC10001916,CUST0958,Checking,-17204.0
ACC10001917,CUST0958,Savings,88796.99
ACC10001918,CUST0959,Checking,61028.93000000001
ACC10001920,CUST0960,Checking,67567.29
ACC10001922,CUST0961,Checking,66670.43
ACC10001923,CUST0961,Savings,73758.05999999995
ACC10001924,CUST0962,Checking,75131.59
ACC10001926,CUST0963,Checking,2508.1400000000003
ACC10001928,CUST0964,Checking,69873.76
ACC10001929,CUST0964,Savings,90231.25
ACC10001930,CUST0965,Checking,53946.860000000015
ACC10001931,CUST0965,Savings,46895.92
ACC10001932,CUST0966,Checking,81975.44
ACC10001933,CUST0966,Savings,34407.87
ACC10001934,CUST0967,Checking,32703.589999999997
ACC10001935,CUST0967,Savings,19152.699999999997
ACC10001936,CUST0968,Checking,4232.850000000002
ACC10001937,CUST0968,Savings,32552.70000000001
ACC10001938,CUST0969,Checking,50846.46000000001
ACC10001939,CUST0969,Savings,29022.309999999994
ACC10001940,CUST0970,Checking,37127.58000000001
ACC10001941,CUST0970,Savings,39978.29
ACC10001942,CUST0971,Checking,59871.47999999999
ACC10001943,CUST0971,Savings,72231.47
ACC10001944,CUST0972,Checking,811.94
ACC10001946,CUST0973,Checking,-8276.96
ACC10001948,CUST0974,Checking,50200.2
ACC10001949,CUST0974,Savings,54464.8
ACC10001950,CUST0975,Checking,45243.18
ACC10001951,CUST0975,Savings,65095.06000000001
ACC10001952,CUST0976,Checking,21595.709999999995
ACC10001954,CUST0977,Checking,36776.08999999999
ACC10001955,CUST0977,Savings,1158.7200000000003
ACC10001956,CUST0978,Checking,20356.059999999994
ACC10001957,CUST0978,Savings,63255.79999999998
ACC10001958,CUST0979,Checking,13699.65
ACC10001959,CUST0979,Savings,10777.19
ACC10001960,CUST0980,Checking,-9990.189999999999
ACC10001961,CUST0980,Savings,22730.780000000002
ACC10001962,CUST0981,Checking,69183.81999999999
ACC10001964,CUST0982,Checking,-21665.460000000006
ACC10001965,CUST0982,Savings,45059.21999999997
ACC10001966,CUST0983,Checking,32784.26000000001
ACC10001967,CUST0983,Savings,31574.32000000001
ACC10001968,CUST0984,Checking,2188.8
ACC10001970,CUST0985,Checking,56903.76
ACC10001971,CUST0985,Savings,41734.98000000001
ACC10001972,CUST0986,Checking,-532.73
ACC10001973,CUST0986,Savings,71425.40000000001
ACC10001974,CUST0987,Checking,3042.9700000000003
ACC10001976,CUST0988,Checking,63610.479999999996
ACC10001977,CUST0988,Savings,77019.02
ACC10001978,CUST0989,Checking,62851.40000000002
ACC10001979,CUST0989,Savings,26027.730000000007
ACC10001980,CUST0990,Checking,-67.70000000000005
ACC10001981,CUST0990,Savings,4461.57
ACC10001982,CUST0991,Checking,51770.41999999999
ACC10001983,CUST0991,Savings,34663.47999999998
ACC10001984,CUST0992,Checking,2844.98
ACC10001985,CUST0992,Savings,1523.88
ACC10001986,CUST0993,Checking,6763.330000000001
ACC10001987,CUST0993,Savings,12170.820000000003
ACC10001988,CUST0994,Checking,7326.140000000001
ACC10001989,CUST0994,Savings,74784.29999999999
ACC10001990,CUST0995,Checking,32328.99
ACC10001991,CUST0995,Savings,82277.93
ACC10001992,CUST0996,Checking,44802.49
ACC10001993,CUST0996,Savings,9079.610000000006
ACC10001994,CUST0997,Checking,78530.54999999999
ACC10001995,CUST0997,Savings,41835.229999999996
ACC10001996,CUST0998,Checking,78993.26000000001
ACC10001998,CUST0999,Checking,-4314.25
ACC10001999,CUST0999,Savings,76911.98000000003
ACC10002000,CUST1000,Checking,63121.12999999998
ACC10002001,CUST1000,Savings,6293.290000000001
