Customer_ID,Name,Income,Segment,Join_Date,State
CUST0905,Matthew Clark,79777,Salary,2023-05-16,AZ
CUST0906,George Jones,76161,Salary,2022-12-14,MI
CUST0907,Sandra Torres,41004,Salary,2024-08-19,MA
CUST0908,Anthony Torres,93656,Salary,2022-07-20,CO
CUST0909,Lisa Young,91137,Salary,2023-09-06,WA
CUST0910,Michael Wright,129081,Salary,2022-04-08,OH
CUST0911,Michelle Mitchell,104611,Business,2022-07-14,TX
CUST0912,Kimberly Walker,80479,Salary,2022-06-07,MA
CUST0913,Sandra Nelson,81235,Salary,2024-04-03,WA
CUST0914,Emily Lopez,198873,Business,2024-11-23,NY
CUST0915,Deborah Robinson,43571,Retired,2024-12-27,NC
CUST0916,Sandra Torres,81976,Salary,2024-01-17,CA
CUST0917,Ronald Martin,90197,Salary,2022-05-12,MA
CUST0918,Karen Jackson,79665,Salary,2023-04-29,PA
CUST0919,Sarah Martin,63839,Salary,2024-06-12,VA
CUST0920,Joseph Hernandez,79852,Salary,2023-06-14,NC
CUST0921,Carol Williams,20368,Student,2022-04-24,NJ
CUST0922,Michael Clark,68674,Business,2022-07-04,AZ
CUST0923,David Thomas,78324,Salary,2024-10-21,FL
CUST0924,Stephanie King,57497,Salary,2022-07-04,NC
CUST0925,Lisa Nguyen,20975,Student,2023-04-29,CO
CUST0926,William Lopez,22152,Retired,2024-06-19,OH
CUST0927,Patricia Young,92054,Business,2022-08-20,AZ
CUST0928,Karen Martinez,84430,Salary,2024-01-24,AZ
CUST0929,Kenneth Williams,198276,Business,2023-05-06,CA
CUST0930,George White,73356,Salary,2023-04-30,FL
CUST0931,Margaret Taylor,61120,Salary,2023-04-28,MI
CUST0932,Richard Lewis,24406,Student,2024-04-12,WA
CUST0933,Jennifer Roberts,38800,Salary,2024-04-25,NJ
CUST0934,William Hernandez,30000,Salary,2023-12-22,NC
CUST0935,Daniel Robinson,17200,Student,2023-01-12,NY
CUST0936,David Smith,62449,Salary,2023-09-18,CO
CUST0937,Kimberly Rivera,9894,Student,2024-04-20,IL
CUST0938,Steven Mitchell,92709,Salary,2023-11-02,IL
CUST0939,Susan Sanchez,48657,Retired,2023-04-05,CO
CUST0940,Michelle Green,36539,Retired,2024-08-05,GA
CUST0941,Margaret Flores,55985,Business,2022-11-02,MA
CUST0942,Elizabeth Smith,19362,Student,2024-07-18,MA
CUST0943,Thomas Rivera,91255,Salary,2023-06-30,OH
CUST0944,Jessica Hill,43512,Retired,2023-08-03,OH
CUST0945,Barbara Johnson,72700,Retired,2023-04-28,MI
CUST0946,Betty Nguyen,48248,Salary,2024-08-18,VA
CUST0947,Amanda Wilson,43724,Business,2023-06-09,CO
CUST0948,Sarah Walker,34621,Retired,2022-04-04,AZ
CUST0949,Margaret Nelson,73860,Salary,2022-03-26,AZ
CUST0950,Lisa Robinson,81083,Salary,2024-12-22,IL
CUST0951,David Young,107938,Business,2024-05-30,NC
CUST0952,Michelle Carter,83801,Salary,2024-06-11,NC
CUST0953,Ronald Martinez,43712,Salary,2022-11-01,VA
CUST0954,Richard Rivera,111094,Salary,2024-10-10,VA
CUST0955,Dorothy Robinson,72946,Salary,2022-10-31,NJ
CUST0956,Susan Hernandez,102932,Salary,2023-03-11,NC
CUST0957,Kimberly Roberts,83568,Salary,2022-06-07,PA
CUST0958,Lisa Johnson,142838,Business,2022-09-07,MI
CUST0959,Daniel Martinez,89244,Salary,2024-09-09,NY
CUST0960,Kenneth Nelson,86193,Salary,2022-03-31,NY
CUST0961,Daniel Campbell,91068,Salary,2022-04-10,IL
CUST0962,Deborah Jones,108229,Salary,2023-06-07,CO
CUST0963,Margaret Garcia,15983,Student,2022-11-30,NY
CUST0964,Carol Carter,92725,Salary,2024-10-02,IL
CUST0965,Amanda Hill,72757,Salary,2022-07-16,IL
CUST0966,Anthony Walker,111003,Salary,2024-05-16,NC
CUST0967,Susan Ramirez,58090,Salary,2024-11-17,MA
CUST0968,Amanda Rivera,72014,Retired,2024-12-15,IL
CUST0969,Sandra Garcia,73996,Salary,2022-09-19,NJ
CUST0970,Sandra Jackson,39231,Salary,2022-04-03,CA
CUST0971,Ashley Nelson,78203,Salary,2022-06-17,NC
CUST0972,Ashley Lopez,11595,Student,2022-04-03,PA
CUST0973,Nancy Lee,19203,Student,2024-07-10,VA
CUST0974,Susan Wilson,58684,Salary,2023-06-16,PA
CUST0975,John Sanchez,63845,Salary,2024-09-04,FL
CUST0976,Deborah Hill,30000,Salary,2024-01-09,NJ
CUST0977,Amanda Sanchez,63692,Salary,2022-10-04,MI
CUST0978,Joseph Johnson,30000,Salary,2022-10-25,OH
CUST0979,Andrew Gonzalez,35402,Salary,2024-08-07,TX
CUST0980,Barbara Mitchell,56406,Retired,2024-08-23,VA
CUST0981,Christopher Torres,94645,Salary,2022-01-17,CO
CUST0982,Sandra Clark,141273,Business,2023-08-19,NJ
CUST0983,Edward Flores,50826,Salary,2022-05-05,NJ
CUST0984,Michael Moore,14761,Student,2022-08-28,MA
CUST0985,Matthew Lewis,74910,Salary,2023-08-13,MA
CUST0986,Paul Anderson,27625,Retired,2024-08-17,WA
CUST0987,Mark Baker,22517,Student,2022-11-28,AZ
CUST0988,Deborah Garcia,96934,Salary,2023-02-13,NJ
CUST0989,Dorothy Martin,69476,Salary,2022-04-07,GA
CUST0990,Amanda Hernandez,15134,Student,2024-10-28,PA
CUST0991,Michelle Anderson,80210,Salary,2024-09-23,FL
CUST0992,Robert Roberts,5000,Student,2024-11-21,NC
CUST0993,Donald Robinson,41292,Retired,2022-07-28,FL
CUST0994,Kevin Davis,34770,Retired,2022-11-18,OH
CUST0995,Dorothy Campbell,49959,Salary,2024-01-15,FL
CUST0996,Donald Clark,67972,Salary,2024-08-28,NY
CUST0997,Betty Rivera,119942,Salary,2023-05-18,MA
CUST0998,Thomas Rodriguez,91021,Salary,2024-04-18,MA
CUST0999,Kimberly Baker,36432,Retired,2024-06-25,AZ
CUST1000,Michael Garcia,89315,Salary,2022-12-03,WA
